"","ISO","WEO.Subject.Code","Country","Subject.Descriptor","Units","Scale","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","Estimates.Start.After"
"82","ALB","GGXWDN","Albania","General government net debt","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.42,807.38,921.361,914.43,986.827,NA,NA,NA,NA,"1,149.16",NA,NA,NA,2022
"83","ALB","GGXWDN_NGDP","Albania","General government net debt","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.158,60.577,68.246,65.536,68.802,69.846,65.505,61.481,60.496,"69.897",64.138,61.083,62.076,2022
"84","ALB","GGXWDG","Albania","General government gross debt","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,239.197,273.949,302.454,319.608,341.522,391.308,408.3,423.962,468.05,494.737,517.043,595.883,682.547,715.517,772.735,828.268,950.316,NA,NA,NA,NA,NA,NA,"1,248.30",NA,NA,NA,2022
"85","ALB","GGXWDG_NGDP","Albania","General government gross debt","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,72.194,71.184,68.183,63.769,60.613,64.097,60.245,57.474,58.203,56.688,53.55,55.14,59.666,57.72,59.413,62.144,70.391,71.992,73.716,73.324,71.895,69.472,67.368,"75.927",73.878,67.581,68.55,2022
"86","ALB","NGDP_FY","Albania","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",20.006,"19.519",63.341,149.142,223.571,267.424,334.359,331.324,384.848,443.594,501.199,563.449,610.494,677.738,737.656,804.163,872.735,965.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,644.08",NA,NA,NA,2022
"87","ALB","BCA","Albania","Current account balance","U.S. dollars","Billions",-0.096,"-0.165",-0.069,0.024,-0.087,-0.057,-0.253,-0.295,-0.178,-0.062,-0.246,-0.248,-0.443,-0.432,-0.42,-0.733,-0.592,-1.13,-2.031,-1.853,-1.351,-1.666,-1.257,-1.183,-1.43,-0.981,-0.898,-0.978,-1.024,-1.166,"-1.315",-1.403,-1.443,-1.557,2021
"88","ALB","BCA_NGDPD","Albania","Current account balance","Percent of GDP","",-4.313,"-12.368",-8.185,1.674,-3.706,-1.968,-7.894,-13.047,-6.944,-1.946,-7.07,-6.315,-10.179,-7.695,-5.849,-9.106,-6.656,-10.58,-15.768,-15.383,-11.321,-12.917,-10.202,-9.253,-10.797,-8.609,-7.572,-7.492,-6.754,-7.571,"-8.677",-7.661,-7.796,-7.717,2021
"89","DZA","NGDP_R","Algeria","Gross domestic product, constant prices","National currency","Billions",NA,"3,393.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,156.87",NA,NA,NA,2021
"90","DZA","NGDP_RPCH","Algeria","Gross domestic product, constant prices","Percent change","",0.8,"-1.2",1.6,-2.102,-0.9,3.848,3.8,1.1,5.1,3.2,3.8,3,5.6,7.2,4.3,5.9,1.684,3.373,2.36,1.632,3.616,2.9,3.4,2.8,3.8,3.7,3.2,1.4,1.2,1,"-5.1",3.4,2.931,2.636,2021
"91","DZA","NGDP","Algeria","Gross domestic product, current prices","National currency","Billions",554.4,"862.132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,476.90",NA,NA,NA,2021
"92","DZA","NGDPD","Algeria","Gross domestic product, current prices","U.S. dollars","Billions",61.892,"46.67",49.217,50.963,42.426,42.066,46.941,48.178,48.188,48.845,54.749,54.745,56.761,67.864,85.332,103.198,117.027,134.977,171.001,137.211,161.207,200.02,209.059,209.755,213.81,165.979,160.034,167.498,174.868,171.673,"145.656",163.138,195.415,206.007,2021
"93","DZA","PPPGDP","Algeria","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",178.817,"182.647",189.798,190.211,192.526,204.126,215.762,221.897,235.839,246.815,261.998,275.938,295.932,323.5,346.468,378.416,396.663,421.124,439.329,449.362,471.208,494.947,497.33,497.988,506.135,477.358,471.382,478.068,495.437,509.366,"489.697",529.091,582.751,620.971,2021
"94","DZA","NGDP_D","Algeria","Gross domestic product, deflator","Index","",16.141,"25.406",31.171,35.248,44.468,57.721,71.279,76.269,73.881,82.155,100.476,100,101.321,109.761,123.204,143.072,158.185,168.346,194.196,172.466,200.237,236.743,254.392,254.155,253.391,237.033,240.704,251.762,273.122,271.832,"258.17",298.361,364.326,371.287,2021
"95","DZA","NGDPRPC","Algeria","Gross domestic product per capita, constant prices","National currency","Units",NA,"132,334.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"163,208.89",NA,NA,NA,2019
"96","DZA","NGDPRPPPPC","Algeria","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,"8,574.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,574.95",NA,NA,NA,2019
"97","DZA","NGDPPC","Algeria","Gross domestic product per capita, current prices","National currency","Units",NA,"33,620.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"421,356.41",NA,NA,NA,2019
"98","DZA","NGDPDPC","Algeria","Gross domestic product per capita, current prices","U.S. dollars","Units",NA,"1,819.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,321.60",NA,NA,NA,2019
"99","DZA","PPPPC","Algeria","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,"7,122.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,167.29",NA,NA,NA,2019
"100","DZA","NGAP_NPGDP","Algeria","Output gap in percent of potential GDP","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"101","DZA","PPPSH","Algeria","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.646,"0.623",0.57,0.548,0.527,0.528,0.528,0.513,0.525,0.524,0.519,0.522,0.536,0.552,0.547,0.553,0.534,0.524,0.521,0.531,0.523,0.517,0.493,0.471,0.462,0.426,0.406,0.391,0.382,0.375,"0.367",0.358,0.356,0.356,2021
"102","DZA","PPPEX","Algeria","Implied PPP conversion rate","National currency per current international dollar","",3.1,"4.72",5.662,6.255,7.726,9.822,11.911,12.529,12.002,13.16,15.739,15.319,15.283,16.236,17.748,19.983,21.433,22.209,25.138,22.183,25.449,29.476,32.593,33.43,34.04,35.011,37.156,38.856,41.163,40.246,"37.731",41.731,47.621,46.744,2021
"103","DZA","NID_NGDP","Algeria","Total investment","Percent of GDP","",28.896,"30.947",29.757,28.259,31.461,31.571,25.082,23.286,27.344,26.475,23.563,26.841,30.654,30.341,33.263,31.656,30.17,34.469,37.348,46.876,41.43,38.055,39.158,43.39,45.554,50.781,50.778,48.049,47.415,44.694,"41.641",37.237,31.448,35.7,2021
"104","DZA","NGSD_NGDP","Algeria","Gross national savings","Percent of GDP","",31.077,"36.068",32.378,29.848,27.127,26.254,27.739,30.447,25.455,26.516,40.261,39.737,38.333,43.32,46.29,52.143,54.872,57.119,57.461,47.167,48.936,47.946,45.034,43.778,41.131,34.326,34.221,34.717,37.743,34.817,"28.795",34.414,38.609,36.471,2021
"105","DZA","PCPI","Algeria","Inflation, average consumer prices","Index","",21.17,"26.652",35.101,42.297,54.563,70.823,84.067,88.859,93.258,95.682,95.969,100,101.433,105.755,109.952,111.472,114.048,118.244,123.985,131.103,136.23,142.36,155.053,160.1,164.77,172.653,183.699,193.97,202.253,206.2,"211.18",226.44,247.425,267.365,2022
"106","DZA","PCPIPCH","Algeria","Inflation, average consumer prices","Percent change","",9.272,"25.9",31.7,20.5,29,29.8,18.7,5.7,4.95,2.6,0.3,4.2,1.433,4.261,3.968,1.382,2.311,3.679,4.855,5.741,3.911,4.5,8.916,3.255,2.917,4.784,6.398,5.591,4.27,1.952,"2.415",7.226,9.267,8.059,2022
"107","DZA","PCPIE","Algeria","Inflation, end of period consumer prices","Index","",21.17,"26.652",35.101,42.297,54.563,70.823,84.067,88.859,93.258,95.682,95.969,100,102.1,107.78,110.14,111.49,115.77,121.33,127.23,134.55,138.216,145.348,158.48,160.3,168.72,176.08,188.33,197.62,202.96,207.9,"215.21",233.47,255.17,275.587,2022
"108","DZA","PCPIEPCH","Algeria","Inflation, end of period consumer prices","Percent change","",47.373,"25.9",31.7,20.5,29,29.8,18.7,5.7,4.95,2.6,0.3,4.2,2.1,5.563,2.19,1.226,3.839,4.803,4.863,5.753,2.725,5.16,9.035,1.148,5.253,4.362,6.957,4.933,2.702,2.434,"3.516",8.485,9.295,8.001,2022
"109","DZA","TM_RPCH","Algeria","Volume of imports of goods and services","Percent change","",-9,"-17.9",4.6,-6.7,6.1,2,-13.3,2.4,6.5,1.8,7.6,11.2,23.2,-2.911,21.906,6.465,0.444,24.57,37.277,3.624,-0.038,6.001,7.319,7.667,9.296,-6.069,-1.237,-0.819,-1.549,-9.666,"-18.969",-5.711,-1.702,10.445,2021
"110","DZA","TMG_RPCH","Algeria","Volume of Imports of goods","Percent change","",97.622,"-20.471",6.95,-3.781,12.852,5.849,-12.24,-6.4,9.044,6.765,4.106,4.392,27.705,7.02,25.489,6.693,1.053,21.02,33.931,2.569,-0.16,7.029,11.401,9.585,11.373,-5.538,-1.842,-1.974,-2.945,-7.747,"-18.164",-4.021,-2.985,10.737,2021
"111","DZA","TX_RPCH","Algeria","Volume of exports of goods and services","Percent change","",3.4,"0.575",5.989,2.135,-6.118,5.733,5.749,11.257,1.653,3.518,3.325,-1.696,5.798,6.754,2.729,4.954,-3.007,-1.882,-3.568,-8.443,-3.218,-4.822,-3.652,-6.394,0.311,5.733,9.612,0.042,-7.913,-2.954,"-4.154",16.138,-6.532,-0.427,2021
"112","DZA","TXG_RPCH","Algeria","Volume of exports of goods","Percent change","",6.242,"1.143",3.967,1.679,-7.807,6.892,6.736,9.089,2.074,4.94,4.952,-2.225,3.64,7.286,3.386,5.276,-2.356,-1.933,-3.264,-10.312,-2.883,-3.815,-4.004,-6.89,0.474,1.755,7.883,2.628,-6.888,-4.463,"-9.322",18.389,-1.699,0.512,2021
"113","DZA","LUR","Algeria","Unemployment rate","Percent of total labor force","",19.757,"20.263",21.368,23.152,24.362,28.105,27.986,27.961,28.021,29.293,29.496,27.306,25.664,23.716,17.656,15.265,12.512,13.793,11.343,10.167,9.961,9.971,10.969,9.829,10.6,11.214,10.498,11.709,11.731,11.383,NA,NA,NA,NA,2019
"114","DZA","LE","Algeria","Employment","Persons","Millions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"115","DZA","LP","Algeria","Population","Persons","Millions",25.022,"25.643",26.271,26.894,27.496,28.06,28.566,29.045,29.507,29.965,30.506,30.954,31.414,31.885,32.366,32.855,33.351,33.858,34.591,35.268,35.978,36.717,37.495,38.297,39.114,39.963,40.836,41.721,42.578,43.424,"43.851",44.577,45.291,45.973,2019
"116","DZA","GGR","Algeria","General government revenue","National currency","Billions",160.2,"272.4",316.8,320.1,434.161,600.847,825.157,926.668,774.511,972.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,640.94",NA,NA,NA,2021
"117","DZA","GGR_NGDP","Algeria","General government revenue","Percent of GDP","",28.896,"31.596",29.478,26.905,29.189,29.968,32.107,33.331,27.363,29.948,38.272,34.991,35.449,37.078,36.024,40.739,42.814,39.834,47.566,36.792,37.212,40.019,39.109,35.786,33.305,30.544,28.614,32.558,33.476,32.202,"30.53",29.832,33.377,30.076,2021
"118","DZA","GGX","Algeria","General government total expenditure","National currency","Billions",140.04,"258.13",329.024,420.684,499.553,629.09,749.9,860.542,882.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,839.47",NA,NA,NA,2021
"119","DZA","GGX_NGDP","Algeria","General government total expenditure","Percent of GDP","",25.26,"29.941",30.616,35.36,33.586,31.376,29.179,30.953,31.183,31.935,28.6,31.57,35.216,29.263,29.17,28.882,29.279,34.949,39.353,43.946,38.698,41.174,43.494,36.649,41.29,46.222,41.995,41.119,40.321,41.786,"42.428",37.031,31.223,38.016,2021
"120","DZA","GGXCNL","Algeria","General government net lending/borrowing","National currency","Billions",20.16,"14.27",-12.224,-100.584,-65.392,-28.243,75.257,66.126,-108.134,-64.54,398.854,144.595,10.535,410.451,421.456,896.671,NA,456.892,907.001,-713.026,-178.165,-168.527,-710.888,-143.714,NA,NA,NA,NA,NA,NA,"-2,198.53",NA,597.743,NA,2021
"121","DZA","GGXCNL_NGDP","Algeria","General government net lending/borrowing","Percent of GDP","",3.636,"1.655",-1.137,-8.454,-4.396,-1.409,2.928,2.378,-3.82,-1.987,9.673,3.421,0.233,7.815,6.854,11.858,13.535,4.885,8.213,-7.153,-1.486,-1.155,-4.386,-0.863,-7.985,-15.678,-13.382,-8.561,-6.845,-9.583,"-11.899",-7.199,2.154,-7.941,2021
"122","DZA","GGSB","Algeria","General government structural balance","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"123","DZA","GGSB_NPGDP","Algeria","General government structural balance","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"124","DZA","GGXONLB","Algeria","General government primary net lending/borrowing","National currency","Billions",29.16,"29.87",10.876,-73.584,-24.304,33.959,164.216,175.507,2.659,59.38,561.105,292.131,147.735,524.422,506.7,969.903,NA,537.389,968.438,-675.594,-144.959,-130.84,-668.864,-99.506,NA,NA,NA,NA,NA,NA,"-2,026.84",NA,867.976,NA,2021
"125","DZA","GGXONLB_NGDP","Algeria","General government primary net lending/borrowing","Percent of GDP","",5.26,"3.465",1.012,-6.185,-1.634,1.694,6.39,6.313,0.094,1.828,13.607,6.911,3.266,9.985,8.24,12.826,14.341,5.746,8.769,-6.778,-1.209,-0.897,-4.126,-0.598,-7.765,-15.423,-13.114,-7.651,-6.346,-9.028,"-10.97",-6.547,3.128,-6.496,2021
"126","DZA","GGXWDN","Algeria","General government net debt","National currency","Billions",NA,"671.41",676.643,881.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.981,-921.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,098.51",NA,NA,NA,2021
"127","DZA","GGXWDN_NGDP","Algeria","General government net debt","Percent of GDP","",NA,"77.878",62.961,74.07,98.432,116.261,98.204,69.895,72.905,82.066,62.849,48.404,45.184,30.566,23.474,1.944,-10.841,-20.874,-35.491,-39.64,-33.704,-31.086,-29.034,-30.019,-21.803,-7.631,13.313,21.58,25.723,30.524,"43.83",51.732,42.547,48.303,2021
"128","DZA","GGXWDG","Algeria","General government gross debt","National currency","Billions",NA,"805.264",808.344,991.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.728,974.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,609.71",NA,NA,NA,2021
"129","DZA","GGXWDG_NGDP","Algeria","General government gross debt","Percent of GDP","",NA,"93.404",75.216,83.343,115.419,104.041,98.409,86.346,86.704,75.619,57.96,54.267,51.276,41.389,35.211,26.311,23.636,13.506,8.056,9.775,10.492,9.254,9.326,7.094,7.658,8.733,20.438,27.242,38.366,46.046,"52.009",62.822,52.397,52.233,2021
"130","DZA","NGDP_FY","Algeria","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",554.4,"862.132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,476.90",NA,NA,NA,2021
"131","DZA","BCA","Algeria","Current account balance","U.S. dollars","Billions",1.35,"2.39",1.29,0.81,-1.839,-2.237,1.248,3.45,-0.91,0.02,9.142,7.06,4.359,8.808,11.116,21.183,28.95,30.6,34.449,0.411,12.157,19.802,12.29,0.835,-9.436,-27.29,-26.473,-22.331,-16.914,-16.955,"-18.711",-4.605,13.994,1.588,2021
"132","DZA","BCA_NGDPD","Algeria","Current account balance","Percent of GDP","",2.181,"5.121",2.621,1.589,-4.334,-5.318,2.658,7.161,-1.888,0.041,16.699,12.896,7.68,12.979,13.027,20.526,24.738,22.671,20.146,0.299,7.541,9.9,5.879,0.398,-4.413,-16.442,-16.542,-13.332,-9.673,-9.877,"-12.846",-2.823,7.161,0.771,2021
"133","AND","NGDP_R","Andorra","Gross domestic product, constant prices","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.992,2.153,2.251,2.447,2.646,2.789,2.923,2.968,2.803,2.655,2.602,2.602,2.473,2.385,2.445,2.48,2.572,2.581,2.622,2.674,"2.375",2.588,2.812,2.849,2021
"134","AND","NGDP_RPCH","Andorra","Gross domestic product, constant prices","Percent change","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.119,4.546,8.694,8.136,5.398,4.809,1.553,-5.559,-5.303,-1.975,-0.008,-4.974,-3.548,2.504,1.434,3.71,0.346,1.589,2.016,"-11.184",8.949,8.665,1.3,2021
"135","AND","NGDP","Andorra","Gross domestic product, current prices","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,"2.531",2.815,3.233,3.422,2021
"136","AND","NGDPD","Andorra","Gross domestic product, current prices","U.S. dollars","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.429,1.547,1.758,2.362,2.896,3.158,3.456,3.952,4.082,3.675,3.446,3.625,3.189,3.193,3.267,2.789,2.895,2.993,3.217,3.155,"2.885",3.33,3.4,3.669,2021
"137","AND","PPPGDP","Andorra","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.221,2.456,2.607,2.89,3.209,3.488,3.769,3.931,3.783,3.606,3.577,3.651,3.571,3.563,3.718,3.784,4.072,4.215,4.385,4.553,"4.097",4.664,5.423,5.704,2021
"138","AND","NGDP_D","Andorra","Gross domestic product, deflator","Index","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.879,80.278,82.879,85.512,88.114,91.107,94.256,97.283,99.496,99.627,100,100.197,100.372,100.822,100.737,101.403,101.755,102.912,103.954,105.383,"106.557",108.79,114.967,120.131,2021
"139","AND","NGDPRPC","Andorra","Gross domestic product per capita, constant prices","National currency","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30,447.35",NA,NA,NA,2021
"140","AND","NGDPRPPPPC","Andorra","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49,728.24",NA,NA,NA,2021
"141","AND","NGDPPC","Andorra","Gross domestic product per capita, current prices","National currency","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,443.63",NA,NA,NA,2021
"142","AND","NGDPDPC","Andorra","Gross domestic product per capita, current prices","U.S. dollars","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36,973.85",NA,NA,NA,2021
"143","AND","PPPPC","Andorra","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52,513.66",NA,NA,NA,2021
"144","AND","NGAP_NPGDP","Andorra","Output gap in percent of potential GDP","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"145","AND","PPPSH","Andorra","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.003,"0.003",0.003,0.003,0.003,2021
"146","AND","PPPEX","Andorra","Implied PPP conversion rate","National currency per current international dollar","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698,0.704,0.716,0.724,0.727,0.728,0.731,0.735,0.737,0.734,0.728,0.714,0.695,0.675,0.662,0.665,0.643,0.63,0.622,0.619,"0.618",0.604,0.596,0.6,2021
"147","AND","NID_NGDP","Andorra","Total investment","Percent of GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"148","AND","NGSD_NGDP","Andorra","Gross national savings","Percent of GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"149","AND","PCPI","Andorra","Inflation, average consumer prices","Index","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.611,74.882,77.17,79.413,82.213,85.241,87.508,91.312,90.201,91.74,94.081,95.461,95.914,95.822,94.737,94.337,96.777,97.741,98.259,"98.35",99.999,106.213,112.146,2022
"150","AND","PCPIPCH","Andorra","Inflation, average consumer prices","Percent change","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.127,3.056,2.906,3.527,3.682,2.659,4.347,-1.217,1.706,2.552,1.467,0.475,-0.096,-1.132,-0.422,2.586,0.996,0.53,"0.092",1.677,6.213,5.587,2022
"151","AND","PCPIE","Andorra","Inflation, end of period consumer prices","Index","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.73,75.99,78.09,80.68,83.32,85.83,89.33,90.12,91.02,92.57,94.57,95.57,95.74,94.91,94.41,95.3,97.56,98.05,98.98,"98.44",101.67,108.94,114.169,2022
"152","AND","PCPIEPCH","Andorra","Inflation, end of period consumer prices","Percent change","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.065,2.764,3.317,3.272,3.012,4.078,0.884,0.999,1.703,2.161,1.057,0.178,-0.867,-0.527,0.943,2.371,0.502,0.948,"-0.546",3.281,7.151,4.8,2022
"153","AND","TM_RPCH","Andorra","Volume of imports of goods and services","Percent change","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"154","AND","TMG_RPCH","Andorra","Volume of Imports of goods","Percent change","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"155","AND","TX_RPCH","Andorra","Volume of exports of goods and services","Percent change","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"156","AND","TXG_RPCH","Andorra","Volume of exports of goods","Percent change","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"157","AND","LUR","Andorra","Unemployment rate","Percent of total labor force","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.225,3.975,6.175,6.325,5.8,3.575,3.025,1.725,1.525,1.775,"2.85",2.875,2,2.1,2021
"158","AND","LE","Andorra","Employment","Persons","Millions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.042,0.04,0.04,0.04,0.041,0.042,0.043,0.045,0.045,"0.045",0.047,0.047,0.048,2021
"159","AND","LP","Andorra","Population","Persons","Millions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.07,0.07,0.071,0.072,0.073,0.075,0.076,0.078,"0.078",0.08,0.081,0.083,2021
"160","AND","GGR","Andorra","General government revenue","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,0.485,0.544,0.596,0.592,0.654,0.714,0.731,0.697,0.74,0.768,0.8,0.849,0.833,0.879,1.007,1.01,1.05,1.073,"1.025",1.037,1.201,1.286,2021
"161","AND","GGR_NGDP","Andorra","General government revenue","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.362,25.977,25.98,25.545,23.305,23.753,24.722,26.212,26.358,28.453,29.466,32.228,35.323,33.805,34.955,38.473,38.03,38.538,38.072,"40.485",36.849,37.142,37.565,2021
"162","AND","GGX","Andorra","General government total expenditure","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,0.466,0.507,0.552,0.594,0.694,0.796,0.821,0.79,0.75,0.758,0.841,0.769,0.78,0.829,0.893,0.921,0.978,1.009,"1.1",1.102,1.163,1.239,2021
